,movie id,movie title,Release Year,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,SimilarMovie,count
51,64,"Shawshank Redemption, The",1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.22819258485217672,115
54,67,Ace Ventura: Pet Detective,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2277160601550473,134
182,213,"Room with a View, A",1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2268490773011768,114
469,660,Fried Green Tomatoes,1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2267422993169706,88
14,18,"White Balloon, The",1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.22501758018520476,69
559,933,"Funeral, The",1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2243872776020298,68
13,16,French Twist (Gazon maudit),1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22408152080036814,92
140,171,Delicatessen,1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.22306060818873072,367
403,520,"Great Escape, The",1963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22255045738882676,120
354,469,Short Cuts,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2225456674537091,108
174,205,Patton,1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.22117576948363846,50
167,198,Nikita (La Femme Nikita),1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22068814407681156,165
133,164,"Abyss, The",1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.22027507914528063,64
272,324,Lost Highway,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2192830636971144,128
407,526,Ben-Hur,1959,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21792278458752143,195
258,305,"Ice Storm, The",1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21778739486656332,96
496,714,Carrington,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.21693045781865616,87
33,44,Dolores Claiborne,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.21612671013439402,80
72,90,So I Married an Axe Murderer,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.215854268412601,143
240,285,Secrets & Lies,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21537864352819397,481
3,4,Get Shorty,1995,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21493434541173723,86
146,177,"Good, The Bad and The Ugly, The",1966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2148397918574596,125
316,410,Kingpin,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21201910857218756,163
377,492,East of Eden,1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.20833837821813275,60
275,327,Cop Land,1997,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.20813377475781758,295
169,200,"Shining, The",1980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.20675296749250655,89
384,500,Fly Away Home,1996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20526804799512588,123
415,543,"Misérables, Les",1995,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.20412414523193156,71
392,509,My Left Foot,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2040731129190182,121
95,122,"Cable Guy, The",1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20370070060737444,115
126,157,Platoon,1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.20198472166173712,60
219,258,Contact,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.20118567513179253,162
82,100,Fargo,1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.19909026774670205,73
418,549,Rob Roy,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.19883549452832672,151
262,311,"Wings of the Dove, The",1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.19759471417303084,80
147,178,12 Angry Men,1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.19607883410751406,221
374,489,Notorious,1946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.19505539032141797,50
363,478,"Philadelphia Story, The",1940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.19172819426603552,179
244,289,Evita,1996,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.18886944223062066,96
153,184,Army of Darkness,1993,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.18676308761194774,239
225,269,"Full Monty, The",1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1852740466489771,136
476,675,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",1922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.18366622139412553,77
504,728,Junior,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18364700495703265,81
344,451,Grease,1978,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.18332774010197453,66
77,95,Aladdin,1992,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1828101703425401,295
206,239,Sneakers,1992,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.18250041936083897,156
85,107,Moll Flanders,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.18212833856189722,65
256,303,Ulee's Gold,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.18060591596957326,149
177,208,Young Frankenstein,1974,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17749914749912277,191
317,411,"Nutty Professor, The",1996,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.176477725043237,93
151,182,GoodFellas,1990,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.17502117319682683,291
213,249,Austin Powers: International Man of Mystery,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1742650349915051,197
328,426,"Transformers: The Movie, The",1986,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.1717355162964367,219
348,461,Smoke,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.17113285768971548,148
365,480,North by Northwest,1959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16900316096587603,63
361,476,"First Wives Club, The",1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16721520958923494,95
27,32,Crumb,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1659898702239622,97
494,709,Strictly Ballroom,1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.16465378030037658,79
74,92,True Romance,1993,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.16370142420531178,112
30,39,Strange Days,1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.16360490523842666,57
221,261,Air Bud,1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1624374572114772,66
450,628,Sleepers,1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.16225270624659158,77
161,192,Raging Bull,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16143921014021403,157
137,168,Monty Python and the Holy Grail,1974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1609511597315517,118
466,657,"Manchurian Candidate, The",1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.15991256070295687,79
96,123,"Frighteners, The",1996,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15978054700932584,187
358,473,James and the Giant Peach,1996,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15782864357455142,194
119,150,Swingers,1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15759174150917546,326
19,23,Taxi Driver,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.15688656938731127,174
164,195,"Terminator, The",1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.15600778305396673,251
532,812,Andre,1994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15554275420956382,56
340,447,Carrie,1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1553229276162596,85
43,55,"Professional, The",1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.15426409533287233,394
329,427,To Kill a Mockingbird,1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15361760396451674,121
18,22,Braveheart,1995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15090408605872657,182
81,99,Snow White and the Seven Dwarfs,1937,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.150433229243092,508
381,496,It's a Wonderful Life,1946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14985864801496948,68
425,567,Wes Craven's New Nightmare,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1497861723788195,230
124,155,Dirty Dancing,1987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.14847920331545092,148
428,575,City Slickers II: The Legend of Curly's Gold,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14671923085641897,93
179,210,Indiana Jones and the Last Crusade,1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14650036781468806,206
125,156,Reservoir Dogs,1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.14526163309554424,127
173,204,Back to the Future,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14512043527278148,136
202,234,Jaws,1975,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.14505525769692662,217
165,196,Dead Poets Society,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14422136156240878,239
71,89,Blade Runner,1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1435700965474675,95
495,712,Tin Men,1987,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1431312533929027,72
122,153,"Fish Called Wanda, A",1988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14231616002024935,174
162,193,"Right Stuff, The",1983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14213814418557866,241
10,12,"Usual Suspects, The",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.14202306064893655,184
118,149,Jude,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14139596495608492,157
58,71,"Lion King, The",1994,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14091892317040003,129
359,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.14065770291823457,250
553,922,Dead Man,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1403748401634669,58
382,497,Bringing Up Baby,1938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139984447036557,152
189,220,"Mirror Has Two Faces, The",1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13985562987244826,74
385,501,Dumbo,1941,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13793925835225976,57
489,701,"Wonderful, Horrible Life of Leni Riefenstahl, The",1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13762047064079508,53
22,26,"Brothers McMullen, The",1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13608276348795434,57
159,190,Henry V,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.13452884617323405,276
158,189,"Grand Day Out, A",1992,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13407572504379514,124
515,746,Real Genius,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13395267470507147,102
148,179,"Clockwork Orange, A",1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.13335453130038116,221
507,735,Philadelphia,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13311410383750077,78
120,151,Willy Wonka and the Chocolate Factory,1971,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13161914477799574,82
264,315,Apt Pupil,1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.13067000711889246,112
0,1,Toy Story,1995,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13035845575029065,131
409,528,"Killing Fields, The",1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.12954372789794655,93
248,293,Donnie Brasco,1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1291078498533292,485
78,96,Terminator 2: Judgment Day,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.1290818473051622,256
227,271,Starship Troopers,1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.12898654877823265,198
446,615,"39 Steps, The",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1282014012576949,64
130,161,Top Gun,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12680778730929504,106
370,485,My Fair Lady,1964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.12385446782545537,64
168,199,"Bridge on the River Kwai, The",1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.12366520717077144,206
447,618,Picnic,1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12360330811826103,64
261,310,"Rainmaker, The",1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12344080147059612,75
223,264,Mimic,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.12237339385974583,227
536,825,"Arrival, The",1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.12050538221757527,80
255,302,L.A. Confidential,1997,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.11878260653388792,134
341,448,"Omen, The",1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1177759532052971,117
127,158,Weekend at Bernie's,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11479280427897076,101
440,603,Rear Window,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.11447298266504194,81
462,651,Glory,1989,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.11427933818562055,90
323,418,Cinderella,1950,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11416009461791625,178
9,11,Seven (Se7en),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1141571506321499,267
498,716,Home for the Holidays,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.11166444121071044,82
21,25,"Birdcage, The",1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1114707986408494,73
104,132,"Wizard of Oz, The",1939,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.11110589817238019,171
152,183,Alien,1979,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.11098068866059431,116
220,259,George of the Jungle,1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10930853442598024,127
406,525,"Big Sleep, The",1946,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.10858884503981404,124
467,658,Pump Up the Volume,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10652996135832284,115
155,186,"Blues Brothers, The",1980,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10647972966585911,209
273,325,Crash,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.10408360324765069,175
187,218,Cape Fear,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10149244981754608,111
243,288,Scream,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.09970860173791601,259
47,60,Three Colors: Blue,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09946353173381009,59
393,510,"Magnificent Seven, The",1954,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0981237317541274,173
449,627,Robin Hood: Prince of Thieves,1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09706783892302231,169
6,8,Babe,1995,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09667374895531572,299
432,583,Romeo Is Bleeding,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0963731237885821,79
568,1015,Shiloh,1997,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0958706236059213,137
497,715,To Die For,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09460357570432222,58
105,133,Gone with the Wind,1939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.09420437895861133,198
471,662,Somewhere in Time,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.09264821092241593,116
424,565,Village of the Damned,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.09090909090909091,179
208,241,"Last of the Mohicans, The",1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0899758541619843,117
107,135,2001: A Space Odyssey,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.08992432574519231,105
565,1010,Basquiat,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08850130404923036,93
287,346,Jackie Brown,1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0884310746186366,137
196,228,Star Trek: The Wrath of Khan,1982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08828683876292862,171
188,219,"Nightmare on Elm Street, A",1984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08774487084525613,66
298,381,Muriel's Wedding,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08728740950573734,111
117,147,"Long Kiss Goodnight, The",1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08414406833552236,128
437,596,"Hunchback of Notre Dame, The",1996,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08395750426974996,206
508,736,Shadowlands,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.08373872617186177,59
48,61,Three Colors: White,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08348471099367219,127
136,167,Private Benjamin,1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08175447246599257,316
304,392,"Man Without a Face, The",1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08125813010643979,192
380,495,Around the World in 80 Days,1956,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08074083165267944,231
274,326,G.I. Jane,1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0803335663256335,175
383,498,"African Queen, The",1951,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.08021033894623907,62
138,169,"Wrong Trousers, The",1993,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07927014389103389,121
451,630,"Great Race, The",1965,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07715167498104596,119
62,79,"Fugitive, The",1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07571036351301003,68
555,925,Unforgettable,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.07225409478521688,101
234,279,Once Upon a Time... When We Were Colored,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07147135179576967,85
411,530,"Man Who Would Be King, The",1975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713056376783548,129
259,306,"Mrs. Brown (Her Majesty, Mrs. Brown)",1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.07106690545187017,188
398,515,"Boot, Das",1981,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.07000510467492578,63
236,281,"River Wild, The",1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06840755667647316,232
52,65,What's Eating Gilbert Grape,1993,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06492180049325838,162
284,343,Alien: Resurrection,1997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.06402755200372408,55
207,240,Beavis and Butt-head Do America,1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06376943612879574,128
204,237,Jerry Maguire,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.061243240597173364,256
145,176,Aliens,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.06112643382350135,137
324,419,Mary Poppins,1964,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06035857077108168,81
239,284,Tin Cup,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.06002984129440687,162
142,173,"Princess Bride, The",1987,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05857616887686377,420
79,97,Dances with Wolves,1990,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.05848488006359375,390
2,3,Four Rooms,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05750571683163189,209
69,87,Searching for Bobby Fischer,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05682510363312381,213
342,449,Star Trek: The Motion Picture,1979,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05629360044565004,63
39,51,Legends of the Fall,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.054229065992825454,91
185,216,When Harry Met Sally...,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05313044955152857,120
314,408,"Close Shave, A",1995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05279281971876124,70
545,872,Love Jones,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05002251519889961,81
325,420,Alice in Wonderland,1951,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.049582494053427836,106
217,256,When the Cats Away (Chacun cherche son chat),1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.047404546313997716,303
543,865,"Ice Storm, The",1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.043916287509105895,119
547,876,Money Talks,1997,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04292201287670881,52
356,471,Courage Under Fire,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.03791083154299036,158
